function,category,original_line,current_line,variants
function_401000,保留原反编译函数体,8585,8988,1
function_401010,保留原反编译函数体,8595,8998,1
function_401040,已修改／替换的非空实现,8611,9014,1
function_4011b0,已修改／替换的非空实现,8679,9082,2
function_4013d0,已修改／替换的非空实现,8788,9210,1
function_4014d0,保留原反编译函数体,8847,9269,1
function_401600,已修改／替换的非空实现,8880,9302,1
function_401660,已修改／替换的非空实现,8905,9330,1
function_4016e0,已修改／替换的非空实现,8956,9370,1
function_401740,保留原反编译函数体,8992,9406,1
function_401760,已修改／替换的非空实现,9002,9416,1
function_401790,已修改／替换的非空实现,9015,9443,1
function_4017b0,已修改／替换的非空实现,9022,9455,3
function_401820,已修改／替换的非空实现,9057,9487,1
function_401850,保留原反编译函数体,9065,9509,1
function_401a30,保留原反编译函数体,9175,9619,1
function_401ae0,已修改／替换的非空实现,9190,9634,1
function_401ba0,保留原反编译函数体,9208,9680,1
function_401da0,保留原反编译函数体,9360,9832,1
function_401dc0,已修改／替换的非空实现,9367,9839,1
function_401e60,保留原反编译函数体,9400,9872,1
function_401ee0,保留原反编译函数体,9412,9884,1
function_401f80,已修改／替换的非空实现,9551,10023,1
function_4021e0,已修改／替换的非空实现,9923,10395,1
function_402230,保留原反编译函数体,9960,10432,1
function_402290,保留原反编译函数体,9994,10466,1
function_4022f0,保留原反编译函数体,10013,10485,1
function_402310,保留原反编译函数体,10034,10506,1
function_402360,保留原反编译函数体,10086,10558,1
function_402430,保留原反编译函数体,10157,10629,1
function_402610,保留原反编译函数体,10410,10882,1
function_402670,保留原反编译函数体,10441,10913,1
function_4026e0,已修改／替换的非空实现,10480,10952,1
function_402770,已修改／替换的非空实现,10505,10974,1
function_4028d0,已修改／替换的非空实现,10673,11078,1
function_402930,保留原反编译函数体,10721,11108,1
function_402970,已修改／替换的非空实现,10730,11117,1
function_4029b0,保留原反编译函数体,10755,11134,1
function_4029d0,保留原反编译函数体,10763,11142,1
function_4029f0,保留原反编译函数体,10780,11159,1
function_402a10,保留原反编译函数体,10791,11170,1
function_402a20,保留原反编译函数体,10800,11179,1
function_402a50,保留原反编译函数体,10812,11191,1
function_402aa0,已修改／替换的非空实现,10824,11203,1
function_402ac0,保留原反编译函数体,10831,11221,1
function_402ad0,原版即为简单返回／空函数,10838,11228,1
function_402af0,已修改／替换的非空实现,10844,11234,1
function_402b90,已修改／替换的非空实现,10855,11245,1
function_4a96d0,已修改／替换的非空实现,10875,11265,3
function_402d30,原版即为简单返回／空函数,10952,11348,1
function_402d40,已修改／替换的非空实现,10958,11389,1
function_403000,已修改／替换的非空实现,10989,11504,1
function_4a9a30,已修改／替换的非空实现,10995,120378,2
function_40bf10,已修改／替换的非空实现,11021,23675,1
function_40c560,已修改／替换的非空实现,11376,24021,1
function_403790,保留原反编译函数体,11798,11511,1
function_4037e0,保留原反编译函数体,11808,11521,1
function_403820,保留原反编译函数体,11817,11530,2
function_403830,保留原反编译函数体,11824,11537,1
function_4038c0,已修改／替换的非空实现,11908,11752,1
function_4039e0,已修改／替换的非空实现,11998,11794,4
function_403a90,保留原反编译函数体,12053,11836,1
function_403ad0,保留原反编译函数体,12063,11846,1
function_403b90,保留原反编译函数体,12092,11875,1
function_403bf0,已修改／替换的非空实现,12119,11902,1
function_403ce0,已修改／替换的非空实现,12198,11728,4
function_403db6,保留原反编译函数体,12237,12010,1
function_403dbc,已修改／替换的非空实现,12244,12018,1
function_403e50,未找到同名入口，待核对替代,12269,,0
function_403e80,保留原反编译函数体,12284,12035,1
function_403f00,保留原反编译函数体,12300,12051,1
function_403f20,保留原反编译函数体,12310,12061,1
function_403fc0,保留原反编译函数体,12400,12151,1
function_403fe0,保留原反编译函数体,12409,12160,1
function_404040,保留原反编译函数体,12447,12198,1
function_404090,保留原反编译函数体,12460,12211,1
function_4040d0,已修改／替换的非空实现,12471,12222,1
function_404130,已修改／替换的非空实现,12479,12228,1
function_404180,保留原反编译函数体,12487,12234,1
function_404230,保留原反编译函数体,12533,12280,1
function_404270,保留原反编译函数体,12556,12303,1
function_404390,已修改／替换的非空实现,12618,12365,1
function_477160,已修改／替换的非空实现,12622,146129,1
function_404430,已修改／替换的非空实现,12644,12386,1
function_474000,已修改／替换的非空实现,12648,139996,1
function_4044d0,保留原反编译函数体,12670,12407,1
function_4045c0,已修改／替换的非空实现,12761,12498,2
function_404610,保留原反编译函数体,12800,12508,1
function_404640,保留原反编译函数体,12809,12517,1
function_404770,保留原反编译函数体,12927,12635,1
function_4049c0,保留原反编译函数体,13167,12875,1
function_404bc0,保留原反编译函数体,13379,13087,1
function_404e10,保留原反编译函数体,13619,13327,1
function_404eb0,保留原反编译函数体,13638,13346,1
function_404ee0,保留原反编译函数体,13645,13353,1
function_405040,保留原反编译函数体,13795,13503,1
function_405060,保留原反编译函数体,13804,13512,1
function_405080,保留原反编译函数体,13813,13521,1
function_405140,保留原反编译函数体,13841,13549,1
function_405180,保留原反编译函数体,13856,13564,1
function_4051e0,保留原反编译函数体,13871,13579,1
function_405220,保留原反编译函数体,13886,13594,1
function_405280,保留原反编译函数体,13901,13609,1
function_4052c0,保留原反编译函数体,13916,13624,1
function_405320,保留原反编译函数体,13931,13639,1
function_405720,保留原反编译函数体,14432,14140,1
function_405800,已修改／替换的非空实现,14458,14329,2
function_405900,保留原反编译函数体,14489,14349,2
function_405980,已修改／替换的非空实现,14566,14426,1
function_405990,保留原反编译函数体,14574,14434,1
function_4059c0,保留原反编译函数体,14582,14442,1
function_405a50,保留原反编译函数体,14600,14460,1
function_405aa0,保留原反编译函数体,14616,14476,1
function_405b30,已修改／替换的非空实现,14637,14497,1
function_405bd0,已修改／替换的非空实现,14670,14530,1
function_405c90,保留原反编译函数体,14680,14540,1
function_405d60,已修改／替换的非空实现,14689,14631,1
function_405e30,已修改／替换的非空实现,14765,14640,1
function_405ea0,已修改／替换的非空实现,14785,14676,1
function_405f80,已修改／替换的非空实现,14808,14699,1
function_406180,已修改／替换的非空实现,14894,14785,1
function_4062d0,已修改／替换的非空实现,14971,14862,1
function_406350,保留原反编译函数体,15007,14898,1
function_406360,保留原反编译函数体,15014,14905,1
function_406370,已修改／替换的非空实现,15022,14913,1
function_4065a0,保留原反编译函数体,15091,14982,1
function_4065d0,保留原反编译函数体,15104,14995,1
function_406600,已修改／替换的非空实现,15117,15008,20
function_406670,保留原反编译函数体,15149,15040,1
function_406690,保留原反编译函数体,15159,15050,1
function_4067f0,已修改／替换的非空实现,15270,15083,1
function_406880,保留原反编译函数体,15309,15122,1
function_4068f0,保留原反编译函数体,15401,15214,1
function_406a50,保留原反编译函数体,15437,15250,1
function_406ac0,保留原反编译函数体,15459,15272,1
function_406cc0,已修改／替换的非空实现,15579,15392,1
function_406db0,保留原反编译函数体,15662,15475,1
function_406df0,保留原反编译函数体,15694,15507,1
function_406ee0,保留原反编译函数体,15742,15555,1
function_406fc0,保留原反编译函数体,15999,15812,1
function_407000,保留原反编译函数体,16041,15854,1
function_407070,保留原反编译函数体,16089,15902,1
function_407130,保留原反编译函数体,16131,15944,1
function_407190,保留原反编译函数体,16158,15971,1
function_407210,保留原反编译函数体,16197,16010,1
function_407250,保留原反编译函数体,16222,16035,1
function_407270,保留原反编译函数体,16239,16052,1
function_4072b0,已修改／替换的非空实现,16257,16070,1
function_4072d0,已修改／替换的非空实现,16266,16079,1
function_407300,已修改／替换的非空实现,16276,16096,1
function_407310,保留原反编译函数体,16285,16110,1
function_407340,保留原反编译函数体,16303,16128,1
function_407350,保留原反编译函数体,16311,16136,1
function_407360,已修改／替换的非空实现,16319,16144,1
function_407370,已修改／替换的非空实现,16325,11424,8
function_407450,保留原反编译函数体,16412,16310,1
function_407480,保留原反编译函数体,16422,16320,1
function_4074b0,保留原反编译函数体,16435,16333,1
function_4074c0,保留原反编译函数体,16443,16341,1
function_407500,已修改／替换的非空实现,16461,16522,1
function_4077c0,已修改／替换的非空实现,16754,16815,1
function_4082b0,保留原反编译函数体,18542,18603,1
function_4082d0,保留原反编译函数体,18552,18613,1
function_408320,已修改／替换的非空实现,18572,18633,1
function_4083e0,已修改／替换的非空实现,18656,18716,1
function_408430,已修改／替换的非空实现,18689,18750,1
function_408530,保留原反编译函数体,18787,18848,1
function_408550,保留原反编译函数体,18796,18857,1
function_408590,保留原反编译函数体,18816,18877,1
function_408600,保留原反编译函数体,18846,18907,1
function_408650,已修改／替换的非空实现,18866,18927,1
function_4086e0,已修改／替换的非空实现,18884,18958,1
function_4087b0,已修改／替换的非空实现,18903,18989,1
function_4087e0,已修改／替换的非空实现,18917,19003,1
function_408800,已修改／替换的非空实现,18928,19025,1
function_408830,已修改／替换的非空实现,18944,19041,1
function_408850,已修改／替换的非空实现,18953,19050,1
function_408860,已修改／替换的非空实现,18960,19057,1
function_408870,保留原反编译函数体,18967,19064,1
function_408930,已修改／替换的非空实现,19002,19099,1
function_4089c0,已修改／替换的非空实现,19026,19124,1
function_408b10,保留原反编译函数体,19131,19158,1
function_408b30,已修改／替换的非空实现,19138,19165,2
function_408bf0,已修改／替换的非空实现,19164,19211,2
function_408c80,已修改／替换的非空实现,19183,19222,1
function_408d00,已修改／替换的非空实现,19256,19259,2
function_408e60,已修改／替换的非空实现,19285,19302,1
function_408e80,已修改／替换的非空实现,19292,19307,1
function_408eb0,已修改／替换的非空实现,19309,19313,1
function_409030,原版即为简单返回／空函数,19376,19319,1
function_4090a0,保留原反编译函数体,19382,19325,1
function_4090d0,保留原反编译函数体,19398,19341,1
function_409130,保留原反编译函数体,19416,19359,1
function_4093b0,保留原反编译函数体,19518,19461,1
function_4093f0,保留原反编译函数体,19531,19474,1
function_409450,保留原反编译函数体,19555,19498,1
function_409480,保留原反编译函数体,19576,19519,1
function_4094b0,保留原反编译函数体,19608,19551,1
function_4094e0,保留原反编译函数体,19642,19585,1
function_409540,保留原反编译函数体,19667,19610,1
function_409620,保留原反编译函数体,19735,19678,1
function_4096d0,保留原反编译函数体,19765,19708,2
function_409840,保留原反编译函数体,19868,19811,1
function_4098a0,保留原反编译函数体,19898,19841,1
function_409930,保留原反编译函数体,19954,19897,1
function_4099c0,保留原反编译函数体,19996,19939,1
function_409da0,保留原反编译函数体,20216,20159,1
function_40a0f0,已修改／替换的非空实现,20528,22193,1
function_40a3d0,已修改／替换的非空实现,20713,22203,1
function_40a460,已修改／替换的非空实现,20733,22258,1
function_40a5d0,保留原反编译函数体,20886,22293,1
function_40a5f0,已修改／替换的非空实现,20893,22300,1
function_40a6c0,已修改／替换的非空实现,20957,22364,1
function_40a7f0,已修改／替换的非空实现,21009,22416,1
function_40a890,已修改／替换的非空实现,21049,22456,1
function_40a8d0,已修改／替换的非空实现,21064,22471,1
function_40a950,已修改／替换的非空实现,21099,22506,1
function_40a9a0,已修改／替换的非空实现,21118,22525,1
function_40a9f0,已修改／替换的非空实现,21137,22544,1
function_40aaa0,已修改／替换的非空实现,21198,22555,1
function_40aac0,已修改／替换的非空实现,21210,22570,1
function_40aae0,已修改／替换的非空实现,21221,22595,1
function_40adb0,已修改／替换的非空实现,21545,22607,1
function_40ae70,已修改／替换的非空实现,21592,22654,1
function_40af70,保留原反编译函数体,21712,22774,1
function_40af80,保留原反编译函数体,21722,22784,1
function_40afb0,保留原反编译函数体,21735,22797,1
function_40afe0,已修改／替换的非空实现,21750,22812,1
function_40b160,已修改／替换的非空实现,21859,22921,1
function_40b210,已修改／替换的非空实现,21921,22983,1
function_40b2c0,保留原反编译函数体,21964,23026,1
function_40b2d0,保留原反编译函数体,21976,23038,1
function_40b3a0,已修改／替换的非空实现,21997,23059,1
function_40b520,已修改／替换的非空实现,22123,23067,1
function_40b6f0,保留原反编译函数体,22303,23072,1
function_40b760,保留原反编译函数体,22387,23156,1
function_411b90,保留原反编译函数体,22403,23172,2
function_40b840,保留原反编译函数体,22435,23204,1
function_40b8a0,已修改／替换的非空实现,22460,23229,1
function_40b9a0,保留原反编译函数体,22589,23235,1
function_40ba20,已修改／替换的非空实现,22638,23284,1
function_40bb70,已修改／替换的非空实现,22715,23361,1
function_40bbf0,保留原反编译函数体,22749,23395,1
function_40bc00,已修改／替换的非空实现,22759,23405,1
function_40bd10,已修改／替换的非空实现,22835,23481,1
function_40bd90,保留原反编译函数体,22869,23515,1
function_40bda0,保留原反编译函数体,22877,23523,1
function_40bdf0,保留原反编译函数体,22919,23565,1
function_40be40,保留原反编译函数体,22963,23609,1
function_40be70,保留原反编译函数体,22976,23622,1
function_40bea0,保留原反编译函数体,22991,23637,1
function_40bed0,保留原反编译函数体,23004,23650,1
function_40bf00,保留原反编译函数体,23017,23663,1
function_40c010,保留原反编译函数体,23075,23721,1
function_40c2e0,保留原反编译函数体,23283,23929,1
function_4429b0,原版即为简单返回／空函数,23286,23932,6
function_40c370,保留原反编译函数体,23296,23942,1
function_40c410,已修改／替换的非空实现,23326,23972,1
function_40c4b0,保留原反编译函数体,23347,23993,1
function_40c5f0,保留原反编译函数体,23412,24058,1
function_40c670,原版即为简单返回／空函数,23452,24098,1
function_40c6d0,保留原反编译函数体,23460,24106,1
function_40c790,保留原反编译函数体,23528,24174,1
function_40c870,保留原反编译函数体,23610,24256,1
function_40c8a0,保留原反编译函数体,23623,24269,1
function_40c900,保留原反编译函数体,23647,24293,1
function_40ca50,保留原反编译函数体,23754,24400,1
function_40cba0,已修改／替换的非空实现,23861,24507,1
function_40cc80,保留原反编译函数体,23942,24588,1
function_40ccc0,保留原反编译函数体,23957,24603,1
function_40cdd0,原版即为简单返回／空函数,24010,24656,1
function_40ce60,保留原反编译函数体,24016,24662,1
function_40d0a0,保留原反编译函数体,24142,24788,1
function_40d1e0,保留原反编译函数体,24256,24902,1
function_40d240,保留原反编译函数体,24290,24936,1
function_40d2f0,保留原反编译函数体,24341,24987,1
function_40d330,保留原反编译函数体,24372,25018,1
function_40d400,保留原反编译函数体,24411,25057,1
function_40d500,保留原反编译函数体,24536,25182,1
function_40d520,保留原反编译函数体,24553,25199,1
function_40d560,保留原反编译函数体,24571,25217,1
function_40d590,保留原反编译函数体,24581,25227,1
function_40d5b0,保留原反编译函数体,24590,25236,1
function_40d5e0,已修改／替换的非空实现,24608,25254,1
function_40d790,已修改／替换的非空实现,24690,25336,2
function_40d940,已修改／替换的非空实现,24824,25511,1
function_40da60,已修改／替换的非空实现,24892,25612,1
function_40db30,已修改／替换的非空实现,24943,25675,1
function_40dbe0,已修改／替换的非空实现,25084,25714,1
function_40df60,已修改／替换的非空实现,25365,25719,1
function_40e130,已修改／替换的非空实现,25645,26171,1
function_40e220,已修改／替换的非空实现,25749,26213,1
function_40e2b0,已修改／替换的非空实现,25789,26244,1
function_40e2d0,已修改／替换的非空实现,25801,26259,1
function_40e2f0,保留原反编译函数体,25813,26274,1
function_40e320,已修改／替换的非空实现,25825,26286,1
function_40e3f0,保留原反编译函数体,26032,26341,1
function_40e460,已修改／替换的非空实现,26068,26377,1
function_40e540,已修改／替换的非空实现,26128,26439,1
function_40e590,已修改／替换的非空实现,26150,26452,1
function_40e5d0,已修改／替换的非空实现,26161,26463,2
function_40e630,已修改／替换的非空实现,26181,26484,1
function_40e850,已修改／替换的非空实现,26313,26633,1
function_40eae0,已修改／替换的非空实现,26434,26756,1
function_40ebf0,保留原反编译函数体,26479,26801,1
function_40ec30,保留原反编译函数体,26494,26816,1
function_40ec70,保留原反编译函数体,26511,26833,1
function_40ed40,保留原反编译函数体,26563,26885,1
function_40ee30,保留原反编译函数体,26674,26996,1
function_40efd0,保留原反编译函数体,26806,27128,1
function_40f130,保留原反编译函数体,26867,27189,1
function_40f1c0,已修改／替换的非空实现,26936,27258,1
function_40f2e0,保留原反编译函数体,27015,27337,1
function_40f370,已修改／替换的非空实现,27095,27417,1
function_40f5e0,已修改／替换的非空实现,27154,27476,1
function_40f790,已修改／替换的非空实现,27182,27504,1
function_40fe30,保留原反编译函数体,27508,27830,1
function_40ffb0,保留原反编译函数体,27648,27970,1
function_4100c0,保留原反编译函数体,27879,28201,1
function_4100f0,已修改／替换的非空实现,27900,28222,1
function_410110,保留原反编译函数体,27919,28241,1
function_410160,保留原反编译函数体,27941,28263,1
function_410190,保留原反编译函数体,27949,28271,1
function_4101a0,保留原反编译函数体,27956,28278,1
function_4101e0,保留原反编译函数体,27967,28289,1
function_410230,保留原反编译函数体,27985,28307,1
function_410260,保留原反编译函数体,28006,28328,1
function_410270,已修改／替换的非空实现,28015,28337,1
function_4103b0,已修改／替换的非空实现,28061,28383,1
function_410480,保留原反编译函数体,28084,28406,1
function_410500,已修改／替换的非空实现,28104,28524,1
function_410750,已修改／替换的非空实现,28212,28615,1
function_4109a0,保留原反编译函数体,28308,28648,1
function_4109d0,已修改／替换的非空实现,28327,28668,1
function_410b90,已修改／替换的非空实现,28460,28711,1
function_410c00,已修改／替换的非空实现,28498,28753,1
function_410c80,保留原反编译函数体,28530,28792,1
function_410cb0,保留原反编译函数体,28547,28809,1
function_410d90,保留原反编译函数体,28620,28882,1
function_410e00,保留原反编译函数体,28654,28916,1
function_410e80,保留原反编译函数体,28684,28946,1
function_410ef0,保留原反编译函数体,28756,29018,1
function_411000,保留原反编译函数体,28800,29062,1
function_411040,保留原反编译函数体,28842,29104,1
function_411100,已修改／替换的非空实现,28987,29249,1
function_411390,保留原反编译函数体,29379,29641,1
function_4113f0,保留原反编译函数体,29413,29675,1
function_411450,保留原反编译函数体,29432,29694,1
function_411520,保留原反编译函数体,29513,29775,1
function_411720,保留原反编译函数体,29793,30055,1
function_411870,保留原反编译函数体,29934,30196,1
function_411930,保留原反编译函数体,30059,30321,1
function_411980,保留原反编译函数体,30076,30338,1
function_4119a0,保留原反编译函数体,30088,30350,1
function_4119e0,保留原反编译函数体,30108,30370,1
function_411a10,保留原反编译函数体,30125,30387,1
function_411ff0,原版即为简单返回／空函数,30128,30390,3
function_411aa0,保留原反编译函数体,30138,30400,1
function_411d10,保留原反编译函数体,30322,30584,1
function_411d30,保留原反编译函数体,30335,30597,1
function_411d80,已修改／替换的非空实现,30349,30611,1
function_411f90,保留原反编译函数体,30423,30739,1
function_412060,保留原反编译函数体,30461,30777,1
function_4120c0,保留原反编译函数体,30474,30790,1
function_4120d0,已修改／替换的非空实现,30481,30797,1
function_412210,原版即为简单返回／空函数,30560,30876,1
function_412240,已修改／替换的非空实现,30566,30882,1
function_412350,保留原反编译函数体,30729,31046,1
function_4123a0,保留原反编译函数体,30739,31056,1
function_4123c0,原版即为简单返回／空函数,30746,31063,1
function_4123e0,已修改／替换的非空实现,30752,31069,1
function_4125d0,原版即为简单返回／空函数,30782,31101,1
function_4125e0,已修改／替换的非空实现,30788,31107,1
function_412610,保留原反编译函数体,30799,31118,1
function_412660,保留原反编译函数体,30829,31148,1
function_412680,保留原反编译函数体,30842,31161,1
function_412720,保留原反编译函数体,30879,31198,1
function_4127b0,保留原反编译函数体,30911,31230,1
function_412890,已修改／替换的非空实现,30934,31253,1
function_412ad0,已修改／替换的非空实现,31094,31450,1
function_412b80,已修改／替换的非空实现,31216,31619,1
function_412c10,已修改／替换的非空实现,31247,31663,1
function_412ca0,已修改／替换的非空实现,31290,31695,1
function_412d30,保留原反编译函数体,31302,31713,1
function_412da0,保留原反编译函数体,31316,31727,1
function_412ef0,保留原反编译函数体,31374,31785,1
function_413000,保留原反编译函数体,31433,31844,1
function_4130a0,保留原反编译函数体,31508,31919,1
function_4131b0,保留原反编译函数体,31580,31991,1
function_4131e0,保留原反编译函数体,31598,26176,2
function_413470,保留原反编译函数体,31761,32172,1
function_4134e0,保留原反编译函数体,31785,32196,1
function_413500,已修改／替换的非空实现,31799,32210,1
function_413f18,保留原反编译函数体,32552,32967,1
function_414010,已修改／替换的非空实现,32582,32997,1
function_4141e0,保留原反编译函数体,32620,33064,1
function_4145b0,已修改／替换的非空实现,33409,33853,1
function_4146a0,已修改／替换的非空实现,33438,33884,1
function_414850,已修改／替换的非空实现,33464,33912,1
function_414930,已修改／替换的非空实现,33479,33929,1
function_414a30,保留原反编译函数体,33494,33946,1
function_414ad0,保留原反编译函数体,33527,33979,1
function_414b80,保留原反编译函数体,33572,34024,1
function_414c10,保留原反编译函数体,33621,34073,1
function_414c70,保留原反编译函数体,33661,34113,1
function_414cb0,保留原反编译函数体,33676,34128,1
function_414d60,原版即为简单返回／空函数,33712,34164,1
function_414d80,保留原反编译函数体,33720,34172,1
function_414db0,原版即为简单返回／空函数,33751,34203,1
function_414dd0,保留原反编译函数体,33759,34211,1
function_414e00,保留原反编译函数体,33790,34242,1
function_414e10,保留原反编译函数体,33799,34251,1
function_414e40,保留原反编译函数体,33808,34260,1
function_414e50,保留原反编译函数体,33817,34269,1
function_414e80,保留原反编译函数体,33826,34278,1
function_414ed0,保留原反编译函数体,33852,34304,1
function_414fa0,保留原反编译函数体,33927,34379,1
function_414fe0,保留原反编译函数体,33946,34398,1
function_415070,保留原反编译函数体,33986,34438,1
function_4150a0,原版即为简单返回／空函数,33999,34451,1
function_4150b0,保留原反编译函数体,34007,34459,1
function_4150e0,保留原反编译函数体,34022,34474,1
function_415110,保留原反编译函数体,34034,34486,1
function_415130,保留原反编译函数体,34048,34500,2
function_415190,保留原反编译函数体,34065,34517,1
function_4151a0,保留原反编译函数体,34073,34525,1
function_4151d0,保留原反编译函数体,34088,34540,1
function_4151e0,保留原反编译函数体,34094,34546,1
function_4151f0,保留原反编译函数体,34102,34554,1
function_415220,保留原反编译函数体,34118,34570,1
function_415230,保留原反编译函数体,34126,34578,1
function_4152a0,保留原反编译函数体,34143,34595,1
function_415350,已修改／替换的非空实现,34176,34628,1
function_48a6f0,保留原反编译函数体,34180,34632,18
function_4153e0,保留原反编译函数体,34206,34658,1
function_415420,保留原反编译函数体,34220,34672,1
function_415480,保留原反编译函数体,34247,34699,1
function_415550,保留原反编译函数体,34281,34733,1
function_4155d0,保留原反编译函数体,34298,34808,1
function_4156d0,保留原反编译函数体,34332,34842,1
function_415750,保留原反编译函数体,34353,34863,1
function_415790,保留原反编译函数体,34370,34880,1
function_415810,已修改／替换的非空实现,34395,34963,1
function_415870,保留原反编译函数体,34406,34970,1
function_4158e0,保留原反编译函数体,34420,34984,1
function_4159a0,保留原反编译函数体,34459,35023,1
function_4159d0,保留原反编译函数体,34479,35043,1
function_4159f0,保留原反编译函数体,34494,35058,1
function_415b00,保留原反编译函数体,34533,35097,1
function_48afc0,原版即为简单返回／空函数,34540,35104,2
function_415b50,原版即为简单返回／空函数,34550,35114,1
function_415b80,保留原反编译函数体,34558,35122,1
function_415c50,保留原反编译函数体,34592,35156,1
function_415e20,已修改／替换的非空实现,34945,35509,1
function_415ea0,已修改／替换的非空实现,34955,35519,1
function_415f60,已修改／替换的非空实现,34982,35546,1
function_415fd0,保留原反编译函数体,35004,35568,2
function_416427,原版即为简单返回／空函数,35253,35817,1
function_41642d,原版即为简单返回／空函数,35259,35823,1
function_416440,保留原反编译函数体,35267,35831,1
function_416510,保留原反编译函数体,35328,35892,1
function_416700,保留原反编译函数体,35451,36015,1
function_416790,已修改／替换的非空实现,35489,36053,1
function_416b8d,原版即为简单返回／空函数,35596,36162,1
function_416b93,保留原反编译函数体,35602,36168,1
function_416b98,原版即为简单返回／空函数,35609,36175,1
function_416ba0,保留原反编译函数体,35615,36181,1
function_416bd0,保留原反编译函数体,35626,36192,1
function_416bf0,保留原反编译函数体,35642,36208,1
function_416c50,保留原反编译函数体,35666,36232,1
function_416c60,保留原反编译函数体,35675,36241,1
function_416ce0,保留原反编译函数体,35715,36281,1
function_416d60,原版即为简单返回／空函数,35755,36321,1
function_416d70,原版即为简单返回／空函数,35761,36327,1
function_416d80,原版即为简单返回／空函数,35767,36333,1
function_416d90,原版即为简单返回／空函数,35773,36339,1
function_416da0,原版即为简单返回／空函数,35779,36345,1
function_416db0,保留原反编译函数体,35785,36351,1
function_416de0,保留原反编译函数体,35801,36367,1
function_416ec0,保留原反编译函数体,35903,36469,1
function_416fa0,保留原反编译函数体,36019,36585,1
function_416fd0,保留原反编译函数体,36030,36596,1
function_417000,保留原反编译函数体,36041,36607,1
function_417010,保留原反编译函数体,36048,36614,1
function_417100,保留原反编译函数体,36097,36663,1
function_4173c0,原版即为简单返回／空函数,36227,36793,1
function_4173d0,已修改／替换的非空实现,36233,36799,1
function_417420,原版即为简单返回／空函数,36250,36816,1
function_417430,保留原反编译函数体,36256,36822,1
function_4174f0,保留原反编译函数体,36279,36845,1
function_4175f0,保留原反编译函数体,36304,36870,1
function_417a00,保留原反编译函数体,36675,37241,1
function_417a30,已修改／替换的非空实现,36688,37254,1
function_417c90,保留原反编译函数体,37011,37577,1
function_417d00,保留原反编译函数体,37045,37611,1
function_417d30,保留原反编译函数体,37062,37628,1
function_417d70,保留原反编译函数体,37080,37646,1
function_417da0,保留原反编译函数体,37093,37659,1
function_417dd0,保留原反编译函数体,37107,37673,1
function_417e30,保留原反编译函数体,37136,37702,1
function_417e50,保留原反编译函数体,37147,37713,1
function_417ee0,保留原反编译函数体,37198,37764,2
function_4180a0,保留原反编译函数体,37327,37893,1
function_4180c0,保留原反编译函数体,37339,37905,1
function_4180e0,已修改／替换的非空实现,37351,37917,1
function_418370,保留原反编译函数体,37745,38311,1
function_418400,保留原反编译函数体,37809,38375,1
function_418410,保留原反编译函数体,37816,38382,4
function_418430,保留原反编译函数体,37825,38391,1
function_418480,保留原反编译函数体,37859,38425,1
function_4184d0,保留原反编译函数体,37878,38444,1
function_4184e0,保留原反编译函数体,37885,38451,1
function_4184f0,保留原反编译函数体,37892,38458,1
function_418500,已修改／替换的非空实现,37899,38465,1
function_4185b0,保留原反编译函数体,37967,38533,1
function_418660,保留原反编译函数体,38001,38567,1
function_418750,保留原反编译函数体,38047,38613,1
function_418820,保留原反编译函数体,38193,38759,1
function_418880,保留原反编译函数体,38227,38793,1
function_4188e0,保留原反编译函数体,38246,38812,1
function_418980,保留原反编译函数体,38382,38948,1
function_4189d0,保留原反编译函数体,38434,39000,1
function_4189f0,保留原反编译函数体,38441,39007,1
function_418a10,保留原反编译函数体,38450,39016,1
function_418a20,保留原反编译函数体,38459,39025,1
function_418a30,已修改／替换的非空实现,38468,39034,1
function_418a80,已修改／替换的非空实现,38488,39054,1
function_418ad0,已修改／替换的非空实现,38508,39074,1
function_418b20,保留原反编译函数体,38528,39094,1
function_418b70,保留原反编译函数体,38546,39112,1
function_418bd0,保留原反编译函数体,38584,39150,1
function_418bf0,保留原反编译函数体,38591,39157,1
function_418c10,保留原反编译函数体,38599,39165,1
function_418cc0,保留原反编译函数体,38634,39200,1
function_418d20,保留原反编译函数体,38705,39271,1
function_418e60,保留原反编译函数体,38814,39380,1
function_418fa0,保留原反编译函数体,38860,39426,1
function_4190e0,保留原反编译函数体,38906,39472,1
function_419150,保留原反编译函数体,38920,39486,1
function_419290,保留原反编译函数体,39029,39595,1
function_4192d0,保留原反编译函数体,39041,39607,1
function_4192e0,保留原反编译函数体,39049,39615,1
function_419450,保留原反编译函数体,39169,39735,1
function_419510,保留原反编译函数体,39243,39809,1
function_4195d0,原版即为简单返回／空函数,39279,39845,1
function_4195f0,保留原反编译函数体,39285,39851,1
function_419740,保留原反编译函数体,39445,40011,1
function_419970,保留原反编译函数体,39710,40276,1
function_419a8f,保留原反编译函数体,39775,40341,1
function_419aa0,保留原反编译函数体,39782,40348,1
function_419b00,保留原反编译函数体,39813,40379,1
function_419c50,保留原反编译函数体,39869,40435,1
function_419ce0,保留原反编译函数体,39890,40456,1
function_419d10,保留原反编译函数体,39898,40464,1
function_419d30,原版即为简单返回／空函数,39907,40473,1
function_419d40,保留原反编译函数体,39913,40479,1
function_419dd0,保留原反编译函数体,39934,40500,1
function_419e49,保留原反编译函数体,39957,40523,1
function_419f50,保留原反编译函数体,39986,40552,1
function_41a010,保留原反编译函数体,40007,40573,1
